0.72,71.0
0.73,71.0
0.71,71.0
0.71,71.0
0.72,71.0
0.7,71.0
0.7,71.0
0.71,71.0
0.73,71.0
0.71,71.0
0.68,71.0
0.68,71.0
0.68,71.0
3.51,73.0
3.38,73.0
3.43,73.0
3.6,73.0
3.42,73.0
3.55,73.0
3.41,73.0
3.66,73.0
3.94,73.0
3.91,73.0
3.96,73.0
4.59,74.0
4.33,74.0
5.42,74.0
3.9,74.0
3.77,74.0
3.6,74.0
5.02,74.0
3.68,74.0
4.97,74.0
5.53,74.0
4.4,74.0
4.67,74.0
5.58,74.0
5.46,74.0
4.94,74.0
4.92,74.0
6.67,75.0
6.18,75.0
6.01,75.0
4.88,75.0
5.17,75.0
6.13,75.0
6.75,75.0
7.21,75.0
6.25,75.0
8.72,76.0
8.37,76.0
7.07,76.0
8.35,76.0
8.04,76.0
7.5,76.0
3.49,77.0
3.52,77.0
4.19,77.0
5.76,77.0
9.17,78.0
9.61,78.0
7.08,79.0
6.51,79.0
4.4,79.0
4.42,79.0
4.41,79.0
3.77,80.0
5.91,80.0
11.02,82.0
10.99,82.0
11.11,87.0
11.28,87.0
13.43,88.0
13.81,88.0
13.24,88.0
15.1,89.0
14.75,89.0
15.21,89.0
15.08,89.0
15.97,90.0
16.15,90.0
18.22,91.0
18.53,91.0
17.42,91.0
19.02,91.0
17.49,91.0
21.89,92.0
23.86,92.0
22.39,92.0
19.05,92.0
20.29,92.0
23.74,92.0
20.72,92.0
12.01,93.0
12.04,93.0
11.9,93.0
12.18,93.0
11.91,93.0
12.11,93.0
12.02,93.0
11.96,93.0
11.98,93.0
12.01,93.0
12.04,93.0
12.01,93.0
11.93,93.0
11.97,93.0
12.23,93.0
12.12,93.0
11.98,93.0
27.78,94.0
29.52,94.0
26.03,94.0
28.76,94.0
30.97,94.0
31.63,95.0
33.37,95.0
32.98,95.0
32.65,95.0
33.72,96.0
31.84,96.0
31.35,96.0
35.07,96.0
36.82,96.0
34.67,96.0
36.45,97.0
37.54,97.0
39.9,97.0
35.73,97.0
38.68,97.0
38.51,97.0
26.91,98.0
27.1,98.0
26.95,98.0
26.39,98.0
25.6,98.0
26.9,98.0
27.97,98.0
27.69,98.0
27.3,98.0
27.43,98.0
22.77,98.0
24.31,98.0
22.82,98.0
22.84,98.0
22.9,98.0
